Cables to test STAP90
25		1		1		1
1		1		0		1		0.0		0.0		0.0
2		0		0		1		1.0	    0.0		0.0
3		0		0		1		2.0		0.0		0.0
4		1		1		1		0.0		1.0		0.0
5		0		0		1		1.0		1.0		0.0
6		0		0		1		2.0	    1.0		0.0
7		1		0		1		0.0		2.0		0.0
8		0		0		1		1.0		2.0		0.0
9		0		0		1		2.0		2.0		0.0
10		0		0		1		0.0		0.0		0.0
11		0		0		1		0.0	    0.0		0.0
12		1		0		1		0.0		0.0		0.0
13		0		0		1		0.0	    0.0		0.0
14		0		0		1		0.0		0.0		0.0
15		0		0		1		0.0	    0.0		0.0
16		0		0		1		0.0		0.0		0.0
17		0		0		1		0.0	    0.0		0.0
18		0		0		1		0.0		0.0		0.0
19		1		0		1		0.0	    0.0		0.0
20		0		0		1		0.0		0.0		0.0
21		0		0		1		0.0	    0.0		0.0
22		0		0		1		0.0		0.0		0.0
23		0		0		1		0.0	    0.0		0.0
24		0		0		1		0.0		0.0		0.0
25		0		0		1		0.0	    0.0		0.0
1		5
3	1	1.5
6	1	3.0
9	1	1.5
16	1	6
23	1	6

9		4		1
1		3E7	    0.3     
1		1		2	    5       4  		10		14		17		12		13      1
2		2		3	    6       5       11		16		18		14		15	    1
3		4		5	    8       7       17		21		24		19		20		1
4		5		6	    9       8       18		23		25		21		22		1
