Cables to test STAP90
289		1		1		1
1	1	1	1	1	1	1	0	0	0
2	1	1	0	0	0	1	0.125	0	0
3	1	1	0	0	0	1	0.25	0	0
4	1	1	0	0	0	1	0.375	0	0
5	1	1	0	0	0	1	0.5	0	0
6	1	1	0	0	0	1	0.625	0	0
7	1	1	0	0	0	1	0.75	0	0
8	1	1	0	0	0	1	0.875	0	0
9	1	1	0	0	0	1	1	0	0
10	1	1	0	0	0	1	1.125	0	0
11	1	1	0	0	0	1	1.25	0	0
12	1	1	0	0	0	1	1.375	0	0
13	1	1	0	0	0	1	1.5	0	0
14	1	1	0	0	0	1	1.625	0	0
15	1	1	0	0	0	1	1.75	0	0
16	1	1	0	0	0	1	1.875	0	0
17	1	1	1	1	1	1	2	0	0
18	1	1	0	0	0	1	0	0.125	0
19	1	1	0	0	0	1	0.125	0.125	0
20	1	1	0	0	0	1	0.25	0.125	0
21	1	1	0	0	0	1	0.375	0.125	0
22	1	1	0	0	0	1	0.5	0.125	0
23	1	1	0	0	0	1	0.625	0.125	0
24	1	1	0	0	0	1	0.75	0.125	0
25	1	1	0	0	0	1	0.875	0.125	0
26	1	1	0	0	0	1	1	0.125	0
27	1	1	0	0	0	1	1.125	0.125	0
28	1	1	0	0	0	1	1.25	0.125	0
29	1	1	0	0	0	1	1.375	0.125	0
30	1	1	0	0	0	1	1.5	0.125	0
31	1	1	0	0	0	1	1.625	0.125	0
32	1	1	0	0	0	1	1.75	0.125	0
33	1	1	0	0	0	1	1.875	0.125	0
34	1	1	0	0	0	1	2	0.125	0
35	1	1	0	0	0	1	0	0.25	0
36	1	1	0	0	0	1	0.125	0.25	0
37	1	1	0	0	0	1	0.25	0.25	0
38	1	1	0	0	0	1	0.375	0.25	0
39	1	1	0	0	0	1	0.5	0.25	0
40	1	1	0	0	0	1	0.625	0.25	0
41	1	1	0	0	0	1	0.75	0.25	0
42	1	1	0	0	0	1	0.875	0.25	0
43	1	1	0	0	0	1	1	0.25	0
44	1	1	0	0	0	1	1.125	0.25	0
45	1	1	0	0	0	1	1.25	0.25	0
46	1	1	0	0	0	1	1.375	0.25	0
47	1	1	0	0	0	1	1.5	0.25	0
48	1	1	0	0	0	1	1.625	0.25	0
49	1	1	0	0	0	1	1.75	0.25	0
50	1	1	0	0	0	1	1.875	0.25	0
51	1	1	0	0	0	1	2	0.25	0
52	1	1	0	0	0	1	0	0.375	0
53	1	1	0	0	0	1	0.125	0.375	0
54	1	1	0	0	0	1	0.25	0.375	0
55	1	1	0	0	0	1	0.375	0.375	0
56	1	1	0	0	0	1	0.5	0.375	0
57	1	1	0	0	0	1	0.625	0.375	0
58	1	1	0	0	0	1	0.75	0.375	0
59	1	1	0	0	0	1	0.875	0.375	0
60	1	1	0	0	0	1	1	0.375	0
61	1	1	0	0	0	1	1.125	0.375	0
62	1	1	0	0	0	1	1.25	0.375	0
63	1	1	0	0	0	1	1.375	0.375	0
64	1	1	0	0	0	1	1.5	0.375	0
65	1	1	0	0	0	1	1.625	0.375	0
66	1	1	0	0	0	1	1.75	0.375	0
67	1	1	0	0	0	1	1.875	0.375	0
68	1	1	0	0	0	1	2	0.375	0
69	1	1	0	0	0	1	0	0.5	0
70	1	1	0	0	0	1	0.125	0.5	0
71	1	1	0	0	0	1	0.25	0.5	0
72	1	1	0	0	0	1	0.375	0.5	0
73	1	1	0	0	0	1	0.5	0.5	0
74	1	1	0	0	0	1	0.625	0.5	0
75	1	1	0	0	0	1	0.75	0.5	0
76	1	1	0	0	0	1	0.875	0.5	0
77	1	1	0	0	0	1	1	0.5	0
78	1	1	0	0	0	1	1.125	0.5	0
79	1	1	0	0	0	1	1.25	0.5	0
80	1	1	0	0	0	1	1.375	0.5	0
81	1	1	0	0	0	1	1.5	0.5	0
82	1	1	0	0	0	1	1.625	0.5	0
83	1	1	0	0	0	1	1.75	0.5	0
84	1	1	0	0	0	1	1.875	0.5	0
85	1	1	0	0	0	1	2	0.5	0
86	1	1	0	0	0	1	0	0.625	0
87	1	1	0	0	0	1	0.125	0.625	0
88	1	1	0	0	0	1	0.25	0.625	0
89	1	1	0	0	0	1	0.375	0.625	0
90	1	1	0	0	0	1	0.5	0.625	0
91	1	1	0	0	0	1	0.625	0.625	0
92	1	1	0	0	0	1	0.75	0.625	0
93	1	1	0	0	0	1	0.875	0.625	0
94	1	1	0	0	0	1	1	0.625	0
95	1	1	0	0	0	1	1.125	0.625	0
96	1	1	0	0	0	1	1.25	0.625	0
97	1	1	0	0	0	1	1.375	0.625	0
98	1	1	0	0	0	1	1.5	0.625	0
99	1	1	0	0	0	1	1.625	0.625	0
100	1	1	0	0	0	1	1.75	0.625	0
101	1	1	0	0	0	1	1.875	0.625	0
102	1	1	0	0	0	1	2	0.625	0
103	1	1	0	0	0	1	0	0.75	0
104	1	1	0	0	0	1	0.125	0.75	0
105	1	1	0	0	0	1	0.25	0.75	0
106	1	1	0	0	0	1	0.375	0.75	0
107	1	1	0	0	0	1	0.5	0.75	0
108	1	1	0	0	0	1	0.625	0.75	0
109	1	1	0	0	0	1	0.75	0.75	0
110	1	1	0	0	0	1	0.875	0.75	0
111	1	1	0	0	0	1	1	0.75	0
112	1	1	0	0	0	1	1.125	0.75	0
113	1	1	0	0	0	1	1.25	0.75	0
114	1	1	0	0	0	1	1.375	0.75	0
115	1	1	0	0	0	1	1.5	0.75	0
116	1	1	0	0	0	1	1.625	0.75	0
117	1	1	0	0	0	1	1.75	0.75	0
118	1	1	0	0	0	1	1.875	0.75	0
119	1	1	0	0	0	1	2	0.75	0
120	1	1	0	0	0	1	0	0.875	0
121	1	1	0	0	0	1	0.125	0.875	0
122	1	1	0	0	0	1	0.25	0.875	0
123	1	1	0	0	0	1	0.375	0.875	0
124	1	1	0	0	0	1	0.5	0.875	0
125	1	1	0	0	0	1	0.625	0.875	0
126	1	1	0	0	0	1	0.75	0.875	0
127	1	1	0	0	0	1	0.875	0.875	0
128	1	1	0	0	0	1	1	0.875	0
129	1	1	0	0	0	1	1.125	0.875	0
130	1	1	0	0	0	1	1.25	0.875	0
131	1	1	0	0	0	1	1.375	0.875	0
132	1	1	0	0	0	1	1.5	0.875	0
133	1	1	0	0	0	1	1.625	0.875	0
134	1	1	0	0	0	1	1.75	0.875	0
135	1	1	0	0	0	1	1.875	0.875	0
136	1	1	0	0	0	1	2	0.875	0
137	1	1	0	0	0	1	0	1	0
138	1	1	0	0	0	1	0.125	1	0
139	1	1	0	0	0	1	0.25	1	0
