Cables to test STAP90
289		1		1		1
1	1	0	1	0	0	0
2	0	0	1	0.25	0	0
3	0	0	1	0.5	0	0
4	0	0	1	0.75	0	0
5	0	0	1	1	0	0
6	0	0	1	1.25	0	0
7	0	0	1	1.5	0	0
8	0	0	1	1.75	0	0
9	0	0	1	2	0	0
10	1	0	1	0	0.25	0
11	0	0	1	0.25	0.25	0
12	0	0	1	0.5	0.25	0
13	0	0	1	0.75	0.25	0
14	0	0	1	1	0.25	0
15	0	0	1	1.25	0.25	0
16	0	0	1	1.5	0.25	0
17	0	0	1	1.75	0.25	0
18	0	0	1	2	0.25	0
19	1	0	1	0	0.5	0
20	0	0	1	0.25	0.5	0
21	0	0	1	0.5	0.5	0
22	0	0	1	0.75	0.5	0
23	0	0	1	1	0.5	0
24	0	0	1	1.25	0.5	0
25	0	0	1	1.5	0.5	0
26	0	0	1	1.75	0.5	0
27	0	0	1	2	0.5	0
28	1	0	1	0	0.75	0
29	0	0	1	0.25	0.75	0
30	0	0	1	0.5	0.75	0
31	0	0	1	0.75	0.75	0
32	0	0	1	1	0.75	0
33	0	0	1	1.25	0.75	0
34	0	0	1	1.5	0.75	0
35	0	0	1	1.75	0.75	0
36	0	0	1	2	0.75	0
37	1	1	1	0	1	0
38	0	0	1	0.25	1	0
39	0	0	1	0.5	1	0
40	0	0	1	0.75	1	0
41	0	0	1	1	1	0
42	0	0	1	1.25	1	0
43	0	0	1	1.5	1	0
44	0	0	1	1.75	1	0
45	0	0	1	2	1	0
46	1	0	1	0	1.25	0
47	0	0	1	0.25	1.25	0
48	0	0	1	0.5	1.25	0
49	0	0	1	0.75	1.25	0
50	0	0	1	1	1.25	0
51	0	0	1	1.25	1.25	0
52	0	0	1	1.5	1.25	0
53	0	0	1	1.75	1.25	0
54	0	0	1	2	1.25	0
55	1	0	1	0	1.5	0
56	0	0	1	0.25	1.5	0
57	0	0	1	0.5	1.5	0
58	0	0	1	0.75	1.5	0
59	0	0	1	1	1.5	0
60	0	0	1	1.25	1.5	0
61	0	0	1	1.5	1.5	0
62	0	0	1	1.75	1.5	0
63	0	0	1	2	1.5	0
64	1	0	1	0	1.75	0
65	0	0	1	0.25	1.75	0
66	0	0	1	0.5	1.75	0
67	0	0	1	0.75	1.75	0
68	0	0	1	1	1.75	0
69	0	0	1	1.25	1.75	0
70	0	0	1	1.5	1.75	0
71	0	0	1	1.75	1.75	0
